anio,pais,cargo,nivel_experiencia,tipo_empleo,modalidad,industria,tamanio_empresa,sueldo_clp,sueldo_usd,habilidades,n_habilidades,tiene_cert_cloud,tiene_framework_ml
2022,Colombia,Data Analyst,Semi Senior,Full Time,Híbrido,Fintech / Banca,Mediana (50-500),2650000,2912,"Snowflake, Estadística, Seaborn, Computer Vision, Looker, R",6,False,False
2022,México,ML Engineer,Semi Senior,Full Time,Híbrido,Educación,Grande (+500),2760000,3032,"Spark, MLflow, Airflow, Pandas, Computer Vision, Linux",6,False,False
2022,Argentina,MLOps Engineer,Senior,Full Time,Híbrido,Seguros,Pequeña (<50),5530000,6076,"PyTorch, scikit-learn, Keras, Snowflake, Excel, Kubernetes, Computer Vision, Azure",8,True,True
2023,Colombia,MLOps Engineer,Junior,Full Time,Híbrido,Seguros,Mediana (50-500),2720000,2989,"Excel, Azure, FastAPI",3,True,False
2022,Chile,Data Scientist,Junior,Freelance,Remoto,Seguros,Mediana (50-500),2380000,2615,"Looker, Power BI, FastAPI, Airflow, Estadística, Excel",6,False,False
2022,Chile,Data Scientist,Lead,Contrato,Remoto,Minería,Mediana (50-500),10100000,11098,"TensorFlow, Python, Power BI, Kubernetes, Tableau, scikit-learn, Estadística, GCP, AWS, NumPy",10,True,True
2022,Colombia,ML Engineer,Semi Senior,Full Time,Remoto,Salud,Grande (+500),4300000,4725,"PyTorch, Excel, NumPy, TensorFlow, SQL, Kubernetes, Deep Learning, Snowflake",8,False,True
2024,Chile,MLOps Engineer,Senior,Full Time,Remoto,Educación,Startup,5670000,6230,"Docker, AWS, dbt, Looker, Kubernetes, NLP, Tableau, SQL, FastAPI",9,True,False
2023,Colombia,Data Analyst,Senior,Full Time,Presencial,Minería,Startup,4100000,4505,"Git, PyTorch, Estadística, GCP, Pandas, NLP, Linux, Airflow, TensorFlow",9,True,True
2023,Chile,Data Scientist,Lead,Full Time,Híbrido,Seguros,Startup,9050000,9945,"Looker, Pandas, Git, dbt, Excel, Python, Azure, FastAPI, TensorFlow, Computer Vision, BigQuery, PyTorch, SQL",13,True,True
2022,Chile,NLP Engineer,Semi Senior,Full Time,Presencial,Gobierno / Público,Mediana (50-500),2920000,3208,"dbt, Power BI, Kubernetes, Git, AWS, Computer Vision",6,True,False
2024,Argentina,Data Engineer,Junior,Full Time,Presencial,Gobierno / Público,Pequeña (<50),1640000,1802,"Matplotlib, Keras, GCP",3,True,True
2022,Chile,NLP Engineer,Semi Senior,Full Time,Remoto,Telecomunicaciones,Startup,4770000,5241,"SQL, Snowflake, Deep Learning, Python, Azure, Computer Vision",6,True,False
2023,Chile,Data Analyst,Senior,Full Time,Presencial,Seguros,Mediana (50-500),3430000,3769,"Keras, TensorFlow, Seaborn, Tableau, AWS, Matplotlib, NumPy, GCP",8,True,True
2024,Chile,ML Engineer,Semi Senior,Contrato,Presencial,Seguros,Mediana (50-500),4080000,4483,"Pandas, AWS, Matplotlib, Kubernetes, NumPy, MLflow, Estadística, Excel",8,True,False
2022,Chile,MLOps Engineer,Junior,Contrato,Remoto,Salud,Mediana (50-500),3000000,3296,"R, AWS, Pandas, Kubernetes, Looker, MLflow",6,True,False
2022,Chile,ML Engineer,Lead,Full Time,Híbrido,Telecomunicaciones,Pequeña (<50),7450000,8186,"Azure, Excel, NumPy, NLP, Python, PyTorch, scikit-learn, TensorFlow, Matplotlib, R, AWS",11,True,True
2024,Chile,AI Engineer,Senior,Full Time,Híbrido,Fintech / Banca,Grande (+500),10600000,11648,"Estadística, Power Query, Git, Matplotlib, dbt, GCP, Power BI, BigQuery",8,True,False
2022,Chile,NLP Engineer,Senior,Part Time,Remoto,Gobierno / Público,Mediana (50-500),5620000,6175,"MLflow, SQL, Pandas, Airflow, Deep Learning, Power BI, R",7,False,False
2024,Chile,BI Analyst,Junior,Contrato,Híbrido,Educación,Mediana (50-500),1260000,1384,"NumPy, Deep Learning, SQL",3,False,False
2022,Chile,MLOps Engineer,Lead,Full Time,Remoto,Telecomunicaciones,Startup,10290000,11307,"Estadística, Airflow, MLflow, FastAPI, TensorFlow, Power BI, SQL, GCP, Looker, dbt",10,True,True
2023,Chile,NLP Engineer,Junior,Contrato,Híbrido,Seguros,Grande (+500),3340000,3670,"GCP, scikit-learn, SQL, Docker, Excel, Pandas",6,True,True
2023,Chile,AI Engineer,Lead,Full Time,Remoto,Minería,Grande (+500),17690000,19439,"Airflow, Excel, Git, AWS, Power Query, NLP, GCP, Deep Learning, Snowflake, Kubernetes, SQL, PyTorch, Linux, Matplotlib",14,True,True
2024,México,AI Engineer,Junior,Full Time,Remoto,Salud,Grande (+500),3680000,4043,"Matplotlib, BigQuery, Estadística",3,False,False
2024,Chile,Data Analyst,Semi Senior,Contrato,Presencial,Educación,Startup,1830000,2010,"Spark, Deep Learning, FastAPI, Excel, GCP, NLP, Machine Learning, Matplotlib",8,True,False
2023,Chile,Data Scientist,Semi Senior,Full Time,Remoto,Manufactura,Mediana (50-500),3710000,4076,"Docker, GCP, PyTorch, R, BigQuery, Power Query",6,True,True
2024,Chile,MLOps Engineer,Junior,Contrato,Remoto,Telecomunicaciones,Pequeña (<50),2950000,3241,"Excel, Git, Linux",3,False,False
2022,Chile,BI Analyst,Senior,Part Time,Presencial,Manufactura,Startup,2000000,2197,"Snowflake, Estadística, TensorFlow, BigQuery, Tableau, Deep Learning, MLflow, NLP, Machine Learning, Git, Power BI",11,False,True
2023,México,ML Engineer,Semi Senior,Contrato,Presencial,Tecnología,Pequeña (<50),4130000,4538,"Git, Power Query, Deep Learning, R, Excel, PyTorch, GCP",7,True,True
2023,Colombia,Data Engineer,Semi Senior,Full Time,Híbrido,Educación,Grande (+500),2880000,3164,"Deep Learning, dbt, Seaborn, SQL, NumPy",5,False,False
2022,Colombia,AI Engineer,Junior,Full Time,Presencial,Minería,Grande (+500),2820000,3098,"Pandas, dbt, Estadística, Excel, scikit-learn, Kubernetes",6,False,True
2023,México,Data Analyst,Lead,Contrato,Híbrido,Educación,Startup,4200000,4615,"Azure, Tableau, FastAPI, Linux, Snowflake, Git, Machine Learning, Airflow, MLflow, Python, Excel, scikit-learn, Seaborn",13,True,True
2024,Chile,Data Scientist,Junior,Full Time,Presencial,Minería,Grande (+500),2920000,3208,"Computer Vision, Looker, Linux, TensorFlow, SQL",5,False,True
2023,Chile,Data Analyst,Semi Senior,Full Time,Remoto,Gobierno / Público,Startup,2850000,3131,"Matplotlib, Azure, Airflow, Excel, Keras, Python, GCP",7,True,True
2024,Colombia,Data Scientist,Junior,Full Time,Presencial,Gobierno / Público,Mediana (50-500),1800000,1978,"dbt, Estadística, Looker, SQL",4,False,False
2022,Chile,Data Scientist,Semi Senior,Full Time,Híbrido,Telecomunicaciones,Mediana (50-500),3440000,3780,"FastAPI, dbt, Machine Learning, Git, Looker, AWS, Kubernetes, PyTorch, scikit-learn",9,True,True
2022,Remoto Internacional,NLP Engineer,Junior,Full Time,Híbrido,Manufactura,Startup,1970000,2164,"MLflow, FastAPI, scikit-learn, Deep Learning, Tableau",5,False,True
2024,Chile,BI Analyst,Lead,Freelance,Remoto,Seguros,Pequeña (<50),6270000,6890,"FastAPI, GCP, Keras, Spark, NLP, SQL, Linux, Machine Learning, Deep Learning, Estadística, BigQuery, Snowflake, NumPy, Azure",14,True,True
2023,Colombia,Data Engineer,Senior,Full Time,Remoto,Minería,Pequeña (<50),5940000,6527,"R, GCP, NumPy, Kubernetes, Looker, dbt, Pandas, Linux, Spark, Deep Learning, AWS, Airflow",12,True,False
2023,Chile,AI Engineer,Senior,Full Time,Remoto,Manufactura,Mediana (50-500),6660000,7318,"AWS, NumPy, Excel, Kubernetes, BigQuery, TensorFlow, Seaborn, Machine Learning, Keras",9,True,True
2023,Remoto Internacional,MLOps Engineer,Senior,Full Time,Remoto,Seguros,Pequeña (<50),6130000,6736,"Deep Learning, Power BI, Tableau, BigQuery, NLP, scikit-learn, Airflow",7,False,True
2022,Colombia,ML Engineer,Senior,Full Time,Híbrido,Educación,Pequeña (<50),3400000,3736,"NumPy, Estadística, Computer Vision, Keras, Azure, Machine Learning, Matplotlib, Excel",8,True,True
2022,Chile,ML Engineer,Semi Senior,Full Time,Híbrido,Telecomunicaciones,Pequeña (<50),2920000,3208,"Azure, BigQuery, Power Query, Excel, Tableau, FastAPI",6,True,False
2023,Colombia,MLOps Engineer,Senior,Full Time,Presencial,Educación,Startup,3510000,3857,"GCP, Seaborn, Python, Pandas, Git, Estadística, Airflow, scikit-learn, Looker, NumPy, Computer Vision",11,True,True
2023,México,Data Analyst,Junior,Full Time,Remoto,Seguros,Pequeña (<50),1830000,2010,"Azure, Tableau, R, FastAPI, MLflow",5,True,False
2024,Chile,NLP Engineer,Senior,Freelance,Híbrido,Gobierno / Público,Pequeña (<50),5580000,6131,"Power Query, Matplotlib, GCP, Azure, Deep Learning, Computer Vision, Linux, Looker, Python",9,True,False
2024,Colombia,Data Analyst,Junior,Full Time,Híbrido,Telecomunicaciones,Mediana (50-500),1830000,2010,"Seaborn, R, Git",3,False,False
2022,Chile,AI Engineer,Senior,Full Time,Híbrido,Gobierno / Público,Grande (+500),7340000,8065,"SQL, Power BI, TensorFlow, Estadística, Kubernetes, GCP, Snowflake, dbt, PyTorch, Spark, Matplotlib, Tableau",12,True,True
2022,Chile,Data Analyst,Senior,Full Time,Híbrido,Fintech / Banca,Pequeña (<50),2900000,3186,"PyTorch, Estadística, scikit-learn, TensorFlow, Keras, Power BI, Linux, Computer Vision, Spark",9,False,True
2023,Chile,Data Analyst,Semi Senior,Full Time,Híbrido,Salud,Mediana (50-500),2200000,2417,"Power Query, Docker, Deep Learning, NumPy, Spark",5,False,False
2024,Chile,Data Scientist,Junior,Full Time,Presencial,Tecnología,Grande (+500),3210000,3527,"Looker, Tableau, scikit-learn",3,False,True
2022,Chile,AI Engineer,Senior,Full Time,Remoto,Minería,Pequeña (<50),5320000,5846,"R, MLflow, Seaborn, Pandas, Docker, Looker, Power BI, NLP",8,False,False
2023,Colombia,Data Scientist,Junior,Freelance,Híbrido,Telecomunicaciones,Mediana (50-500),2260000,2483,"Excel, Seaborn, NumPy, AWS, TensorFlow",5,True,True
2024,Chile,MLOps Engineer,Semi Senior,Contrato,Presencial,Minería,Pequeña (<50),3560000,3912,"Azure, TensorFlow, PyTorch, Power BI, Deep Learning, Machine Learning, Excel, Power Query",8,True,True
2023,Argentina,MLOps Engineer,Lead,Part Time,Remoto,Minería,Startup,11960000,13142,"SQL, PyTorch, Deep Learning, Power Query, Power BI, NLP, Docker, Kubernetes, BigQuery, R, Snowflake, Pandas, Azure",13,True,True
2024,Chile,Data Scientist,Senior,Contrato,Presencial,Manufactura,Mediana (50-500),5490000,6032,"Snowflake, scikit-learn, Machine Learning, Spark, Power Query, AWS, NumPy, NLP, Pandas, GCP, Tableau",11,True,True
2022,Chile,Data Scientist,Junior,Full Time,Presencial,Telecomunicaciones,Startup,1860000,2043,"Pandas, Spark, NumPy, dbt, SQL, Airflow",6,False,False
2022,Chile,Data Analyst,Semi Senior,Full Time,Presencial,Educación,Startup,1360000,1494,"NLP, Excel, Power Query, BigQuery, Azure, Power BI, Spark, Seaborn, Pandas",9,True,False
2022,Argentina,Data Scientist,Junior,Contrato,Híbrido,Educación,Grande (+500),2120000,2329,"Looker, Docker, Computer Vision, NumPy, Seaborn",5,False,False
2024,Chile,Data Scientist,Senior,Full Time,Híbrido,Minería,Pequeña (<50),5330000,5857,"Seaborn, NLP, TensorFlow, scikit-learn, Git, NumPy, Looker, Python, Azure, AWS, Pandas, Keras",12,True,True
2024,México,BI Analyst,Senior,Full Time,Híbrido,Fintech / Banca,Mediana (50-500),4460000,4901,"scikit-learn, Airflow, GCP, Looker, Power BI, Computer Vision, Machine Learning, Power Query, BigQuery, Kubernetes",10,True,True
2024,México,Data Analyst,Senior,Contrato,Remoto,Tecnología,Startup,5140000,5648,"TensorFlow, NLP, Computer Vision, PyTorch, Deep Learning, Spark, Python, Airflow, Seaborn, SQL, dbt",11,False,True
2022,Colombia,MLOps Engineer,Senior,Full Time,Híbrido,Minería,Mediana (50-500),6980000,7670,"scikit-learn, Git, Pandas, Snowflake, Docker, FastAPI, Matplotlib, Power Query",8,False,True
2022,Chile,Data Analyst,Junior,Full Time,Híbrido,Seguros,Pequeña (<50),1370000,1505,"Pandas, Docker, GCP, MLflow, Matplotlib",5,True,False
2023,Remoto Internacional,Data Engineer,Lead,Full Time,Híbrido,Telecomunicaciones,Pequeña (<50),7150000,7857,"Estadística, MLflow, Machine Learning, Python, Airflow, Power BI, Power Query, GCP, Tableau, SQL, NumPy, Linux, scikit-learn",13,True,True
2022,México,AI Engineer,Senior,Contrato,Híbrido,Telecomunicaciones,Pequeña (<50),5000000,5494,"MLflow, Docker, R, Matplotlib, Estadística, Kubernetes, Power BI, FastAPI, NumPy, Seaborn, dbt, TensorFlow",12,False,True
2023,Colombia,MLOps Engineer,Junior,Full Time,Presencial,Salud,Grande (+500),2480000,2725,"Power BI, Python, Airflow, GCP, NLP",5,True,False
2022,Chile,Data Analyst,Lead,Full Time,Presencial,Seguros,Mediana (50-500),4660000,5120,"Tableau, AWS, Snowflake, TensorFlow, GCP, SQL, Docker, PyTorch, dbt, Machine Learning",10,True,True
2024,Chile,Data Engineer,Junior,Contrato,Híbrido,Salud,Grande (+500),2970000,3263,"Keras, Pandas, Power BI",3,False,True
2024,Chile,AI Engineer,Semi Senior,Full Time,Remoto,Gobierno / Público,Pequeña (<50),4350000,4780,"AWS, Snowflake, Tableau, Azure, Docker, dbt",6,True,False
2023,Chile,MLOps Engineer,Junior,Full Time,Híbrido,Retail / E-Commerce,Mediana (50-500),2690000,2956,"Snowflake, Deep Learning, Python, TensorFlow",4,False,True
2024,México,BI Analyst,Semi Senior,Contrato,Presencial,Gobierno / Público,Mediana (50-500),2040000,2241,"TensorFlow, Git, Airflow, MLflow, Python, Computer Vision, Looker, Estadística",8,False,True
2023,Argentina,BI Analyst,Semi Senior,Contrato,Híbrido,Manufactura,Startup,1780000,1956,"Pandas, Looker, Excel, scikit-learn, Snowflake, Git",6,False,True
2023,Chile,Data Scientist,Semi Senior,Contrato,Presencial,Retail / E-Commerce,Mediana (50-500),3430000,3769,"BigQuery, Machine Learning, Tableau, Keras, Python, Kubernetes",6,False,True
2023,Chile,BI Analyst,Junior,Full Time,Remoto,Tecnología,Grande (+500),1910000,2098,"Airflow, Estadística, Git, NLP",4,False,False
2024,Chile,MLOps Engineer,Semi Senior,Full Time,Híbrido,Fintech / Banca,Startup,5700000,6263,"Tableau, R, BigQuery, Matplotlib, Computer Vision, Airflow, Power BI, Keras, Linux",9,False,True
2024,Argentina,AI Engineer,Semi Senior,Full Time,Híbrido,Salud,Startup,4100000,4505,"BigQuery, Kubernetes, PyTorch, Linux, Power Query, Deep Learning",6,False,True
2024,Remoto Internacional,AI Engineer,Lead,Full Time,Híbrido,Telecomunicaciones,Pequeña (<50),9560000,10505,"Keras, TensorFlow, R, Python, MLflow, FastAPI, GCP, dbt, Machine Learning",9,True,True
2024,Chile,ML Engineer,Junior,Contrato,Híbrido,Seguros,Mediana (50-500),3570000,3923,"Azure, AWS, Kubernetes, Airflow",4,True,False
2024,Chile,Data Analyst,Junior,Full Time,Presencial,Gobierno / Público,Grande (+500),1700000,1868,"MLflow, Tableau, Airflow",3,False,False
2023,Argentina,ML Engineer,Junior,Full Time,Presencial,Gobierno / Público,Startup,2030000,2230,"scikit-learn, MLflow, Tableau, GCP",4,True,True
2022,Chile,BI Analyst,Semi Senior,Full Time,Híbrido,Seguros,Pequeña (<50),2010000,2208,"Pandas, Machine Learning, Azure, Python, Looker, TensorFlow, Linux",7,True,True
2022,Argentina,Data Analyst,Senior,Full Time,Presencial,Educación,Pequeña (<50),1520000,1670,"Deep Learning, Computer Vision, NLP, Matplotlib, Git, Keras, Spark, dbt, Power BI",9,False,True
2022,Colombia,Data Engineer,Senior,Contrato,Presencial,Tecnología,Pequeña (<50),4470000,4912,"Airflow, Tableau, Snowflake, SQL, Machine Learning, BigQuery, Pandas, Python",8,False,False
2024,Chile,MLOps Engineer,Senior,Contrato,Híbrido,Retail / E-Commerce,Grande (+500),8020000,8813,"Deep Learning, Keras, Seaborn, Linux, TensorFlow, NLP, Git, MLflow, Looker, Snowflake, Tableau",11,False,True
2022,Chile,NLP Engineer,Semi Senior,Full Time,Híbrido,Tecnología,Startup,4130000,4538,"Azure, Looker, PyTorch, NLP, Excel, Deep Learning, MLflow, Power Query, NumPy",9,True,True
2023,México,Data Engineer,Senior,Full Time,Remoto,Minería,Pequeña (<50),5960000,6549,"Seaborn, Kubernetes, R, Docker, Airflow, Computer Vision, Linux, AWS, GCP",9,True,False
2023,Chile,NLP Engineer,Lead,Full Time,Presencial,Fintech / Banca,Grande (+500),12540000,13780,"dbt, Airflow, AWS, Git, Pandas, GCP, Looker, MLflow, Deep Learning, R, Snowflake, PyTorch, Computer Vision",13,True,True
2023,Chile,Data Analyst,Semi Senior,Contrato,Híbrido,Seguros,Pequeña (<50),2850000,3131,"Looker, PyTorch, NLP, Azure, Kubernetes",5,True,True
2022,Chile,ML Engineer,Semi Senior,Full Time,Remoto,Salud,Mediana (50-500),4170000,4582,"Kubernetes, Estadística, NumPy, TensorFlow, Deep Learning",5,False,True
2023,Chile,NLP Engineer,Semi Senior,Full Time,Híbrido,Gobierno / Público,Mediana (50-500),3250000,3571,"PyTorch, Azure, Looker, R, Keras",5,True,True
2024,México,Data Scientist,Junior,Full Time,Híbrido,Telecomunicaciones,Startup,2350000,2582,"Excel, Docker, NLP, Deep Learning, Azure",5,True,False
2022,Chile,Data Analyst,Senior,Full Time,Presencial,Gobierno / Público,Mediana (50-500),2290000,2516,"Airflow, Azure, NumPy, Computer Vision, FastAPI, MLflow, R, TensorFlow, GCP, Estadística, Tableau",11,True,True
2024,Chile,ML Engineer,Junior,Full Time,Presencial,Manufactura,Startup,1730000,1901,"R, Looker, TensorFlow, Excel, Spark, NumPy",6,False,True
2024,Colombia,Data Engineer,Lead,Full Time,Presencial,Manufactura,Grande (+500),8290000,9109,"Estadística, Seaborn, R, Machine Learning, TensorFlow, Linux, Spark, Computer Vision, Git, GCP, AWS, MLflow, Matplotlib",13,True,True
2022,Chile,ML Engineer,Semi Senior,Full Time,Híbrido,Salud,Startup,3620000,3978,"Estadística, Airflow, GCP, Python, Matplotlib, Seaborn, Linux, Power Query, MLflow",9,True,False
2023,Argentina,ML Engineer,Semi Senior,Full Time,Híbrido,Educación,Mediana (50-500),2920000,3208,"Keras, Machine Learning, Airflow, BigQuery, Seaborn",5,False,True
2024,Colombia,AI Engineer,Lead,Full Time,Híbrido,Educación,Mediana (50-500),8450000,9285,"Deep Learning, Airflow, FastAPI, Matplotlib, Git, Power Query, GCP, Seaborn, Tableau, NumPy, Power BI",11,True,False
2023,Chile,Data Analyst,Semi Senior,Part Time,Remoto,Telecomunicaciones,Grande (+500),3940000,4329,"Power BI, Azure, Git, Python, Linux, R, Estadística, Tableau, Spark",9,True,False
2024,Chile,MLOps Engineer,Junior,Full Time,Híbrido,Salud,Mediana (50-500),2580000,2835,"Linux, Snowflake, MLflow, Power BI, Deep Learning, Git",6,False,False
2024,Colombia,Data Engineer,Senior,Contrato,Remoto,Minería,Grande (+500),7790000,8560,"MLflow, GCP, R, Kubernetes, FastAPI, Excel, NumPy, SQL, AWS, TensorFlow, Pandas",11,True,True
2023,Chile,Data Scientist,Lead,Full Time,Presencial,Tecnología,Pequeña (<50),7930000,8714,"GCP, Snowflake, Python, Tableau, Computer Vision, R, dbt, Keras, Seaborn, NLP, MLflow, AWS",12,True,True
2022,México,BI Analyst,Lead,Full Time,Híbrido,Salud,Mediana (50-500),4440000,4879,"Python, Airflow, AWS, Estadística, Snowflake, Power BI, dbt, R, Deep Learning, Keras, Azure, Computer Vision",12,True,True
2023,Remoto Internacional,AI Engineer,Senior,Full Time,Híbrido,Gobierno / Público,Pequeña (<50),4940000,5428,"NumPy, Computer Vision, Snowflake, SQL, Spark, Power BI, PyTorch, R",8,False,True
2023,Chile,MLOps Engineer,Senior,Freelance,Presencial,Retail / E-Commerce,Mediana (50-500),4970000,5461,"BigQuery, Python, Airflow, Spark, Keras, R, GCP, NumPy, Seaborn, Azure, Computer Vision",11,True,True
2023,Chile,Data Engineer,Semi Senior,Full Time,Presencial,Seguros,Mediana (50-500),2850000,3131,"Power Query, GCP, Spark, Looker, Machine Learning, PyTorch",6,True,True
2022,Chile,Data Analyst,Junior,Full Time,Remoto,Retail / E-Commerce,Pequeña (<50),1170000,1285,"Power Query, Python, BigQuery",3,False,False
2024,Colombia,Data Scientist,Senior,Contrato,Híbrido,Seguros,Pequeña (<50),7520000,8263,"AWS, Looker, dbt, Linux, TensorFlow, Git, MLflow, Tableau, SQL, Airflow",10,True,True
2023,México,MLOps Engineer,Semi Senior,Contrato,Híbrido,Manufactura,Grande (+500),3640000,4000,"Computer Vision, TensorFlow, BigQuery, Pandas, Matplotlib, Python",6,False,True
2024,Chile,Data Scientist,Senior,Contrato,Híbrido,Educación,Grande (+500),5060000,5560,"Airflow, Spark, dbt, Deep Learning, Power Query, FastAPI, Azure, AWS",8,True,False
2023,Chile,Data Engineer,Semi Senior,Full Time,Híbrido,Retail / E-Commerce,Startup,2580000,2835,"dbt, NLP, AWS, PyTorch, MLflow, NumPy, TensorFlow, Estadística",8,True,True
2022,Chile,ML Engineer,Senior,Full Time,Presencial,Retail / E-Commerce,Startup,3720000,4087,"Keras, Deep Learning, Python, AWS, Docker, Spark, Tableau, Machine Learning, Pandas, Airflow, dbt, Seaborn",12,True,True
2024,Chile,BI Analyst,Senior,Full Time,Híbrido,Salud,Pequeña (<50),2690000,2956,"Azure, Power BI, Docker, Airflow, Spark, Estadística, Pandas",7,True,False
